Speed,Direction,Treatment,SameSide,Children,Pedestrians,Hour,Visibility,Location,Date,DayofWeek,Observer,ReformattedDate,CityID,Cluster
26,S,1,0,0,1,1520,Clear,E,7/22/2017,7,Amit,0722,NJ,NJ-E-0722-1520-1
26,S,1,0,0,0,1520,Clear,E,7/22/2017,7,Amit,0722,NJ,NJ-E-0722-1520-1
22,N,1,1,0,1,1520,Clear,E,7/22/2017,7,Amit,0722,NJ,NJ-E-0722-1520-1
28,S,1,0,0,0,1520,Clear,E,7/22/2017,7,Amit,0722,NJ,NJ-E-0722-1520-1
25,S,1,0,0,0,1540,Clear,E,7/22/2017,7,Amit,0722,NJ,NJ-E-0722-1540-1
28,S,1,0,0,1,1540,Clear,E,7/22/2017,7,Amit,0722,NJ,NJ-E-0722-1540-1
17,S,1,0,0,1,1540,Clear,E,7/22/2017,7,Amit,0722,NJ,NJ-E-0722-1540-1
25,N,1,1,0,1,1540,Clear,E,7/22/2017,7,Amit,0722,NJ,NJ-E-0722-1540-1
19,S,1,0,0,1,1540,Clear,E,7/22/2017,7,Amit,0722,NJ,NJ-E-0722-1540-1
27,N,1,1,0,0,1540,Clear,E,7/22/2017,7,Amit,0722,NJ,NJ-E-0722-1540-1
33,N,1,1,0,0,1540,Clear,E,7/22/2017,7,Amit,0722,NJ,NJ-E-0722-1540-1
26,S,1,0,0,0,1540,Clear,E,7/22/2017,7,Amit,0722,NJ,NJ-E-0722-1540-1
29,S,1,0,0,0,1540,Clear,E,7/22/2017,7,Amit,0722,NJ,NJ-E-0722-1540-1
31,N,1,1,0,0,1540,Clear,E,7/22/2017,7,Amit,0722,NJ,NJ-E-0722-1540-1
28,N,1,1,0,0,1540,Clear,E,7/22/2017,7,Amit,0722,NJ,NJ-E-0722-1540-1
23,S,1,0,0,0,1540,Clear,E,7/22/2017,7,Amit,0722,NJ,NJ-E-0722-1540-1
28,S,1,0,0,0,1540,Clear,E,7/22/2017,7,Amit,0722,NJ,NJ-E-0722-1540-1
27,S,1,0,0,0,1540,Clear,E,7/22/2017,7,Amit,0722,NJ,NJ-E-0722-1540-1
37,N,1,1,0,0,1540,Clear,E,7/22/2017,7,Amit,0722,NJ,NJ-E-0722-1540-1
29,N,1,1,0,0,1540,Clear,E,7/22/2017,7,Amit,0722,NJ,NJ-E-0722-1540-1
27,N,1,1,0,0,1540,Clear,E,7/22/2017,7,Amit,0722,NJ,NJ-E-0722-1540-1
28,N,1,1,0,0,1540,Clear,E,7/22/2017,7,Amit,0722,NJ,NJ-E-0722-1540-1
25,S,1,0,0,1,1540,Clear,E,7/22/2017,7,Amit,0722,NJ,NJ-E-0722-1540-1
19,S,1,0,0,1,1540,Clear,E,7/22/2017,7,Amit,0722,NJ,NJ-E-0722-1540-1
27,N,1,1,0,0,1540,Clear,E,7/22/2017,7,Amit,0722,NJ,NJ-E-0722-1540-1
33,N,1,1,0,0,1540,Clear,E,7/22/2017,7,Amit,0722,NJ,NJ-E-0722-1540-1
26,S,1,0,0,0,1540,Clear,E,7/22/2017,7,Amit,0722,NJ,NJ-E-0722-1540-1
29,S,1,0,0,0,1540,Clear,E,7/22/2017,7,Amit,0722,NJ,NJ-E-0722-1540-1
31,N,1,1,0,0,1540,Clear,E,7/22/2017,7,Amit,0722,NJ,NJ-E-0722-1540-1
28,N,1,1,0,0,1540,Clear,E,7/22/2017,7,Amit,0722,NJ,NJ-E-0722-1540-1
23,S,1,0,0,0,1540,Clear,E,7/22/2017,7,Amit,0722,NJ,NJ-E-0722-1540-1
28,S,0,0,0,0,1540,Clear,E,7/22/2017,7,Amit,0722,NJ,NJ-E-0722-1540-0
27,S,0,0,0,0,1540,Clear,E,7/22/2017,7,Amit,0722,NJ,NJ-E-0722-1540-0
37,N,0,1,0,0,1540,Clear,E,7/22/2017,7,Amit,0722,NJ,NJ-E-0722-1540-0
29,N,0,1,0,0,1540,Clear,E,7/22/2017,7,Amit,0722,NJ,NJ-E-0722-1540-0
27,N,0,1,0,0,1540,Clear,E,7/22/2017,7,Amit,0722,NJ,NJ-E-0722-1540-0
28,N,0,1,0,0,1540,Clear,E,7/22/2017,7,Amit,0722,NJ,NJ-E-0722-1540-0
27,S,0,0,0,0,1600,Clear,E,7/22/2017,7,Amit,0722,NJ,NJ-E-0722-1600-0
32,N,0,1,0,0,1600,Clear,E,7/22/2017,7,Amit,0722,NJ,NJ-E-0722-1600-0
31,S,0,0,0,0,1600,Clear,E,7/22/2017,7,Amit,0722,NJ,NJ-E-0722-1600-0
26,S,1,0,0,0,1600,Clear,E,7/22/2017,7,Amit,0722,NJ,NJ-E-0722-1600-1
28,S,1,0,0,1,1600,Clear,E,7/22/2017,7,Amit,0722,NJ,NJ-E-0722-1600-1
26,N,1,1,0,1,1600,Clear,E,7/22/2017,7,Amit,0722,NJ,NJ-E-0722-1600-1
26,N,1,1,0,1,1600,Clear,E,7/22/2017,7,Amit,0722,NJ,NJ-E-0722-1600-1
22,N,1,1,0,1,1600,Clear,E,7/22/2017,7,Amit,0722,NJ,NJ-E-0722-1600-1
20,S,1,0,0,1,1600,Clear,E,7/22/2017,7,Amit,0722,NJ,NJ-E-0722-1600-1
32,S,1,0,0,0,1600,Clear,E,7/22/2017,7,Amit,0722,NJ,NJ-E-0722-1600-1
30,N,1,1,0,0,1600,Clear,E,7/22/2017,7,Amit,0722,NJ,NJ-E-0722-1600-1
28,N,1,1,0,0,1600,Clear,E,7/22/2017,7,Amit,0722,NJ,NJ-E-0722-1600-1
27,N,1,1,0,0,1600,Clear,E,7/22/2017,7,Amit,0722,NJ,NJ-E-0722-1600-1
32,S,1,0,0,0,1600,Clear,E,7/22/2017,7,Amit,0722,NJ,NJ-E-0722-1600-1
33,S,1,0,0,0,1600,Clear,E,7/22/2017,7,Amit,0722,NJ,NJ-E-0722-1600-1
30,S,1,0,0,0,1600,Clear,E,7/22/2017,7,Amit,0722,NJ,NJ-E-0722-1600-1
27,S,1,0,0,0,1600,Clear,E,7/22/2017,7,Amit,0722,NJ,NJ-E-0722-1600-1
27,S,1,0,0,0,1600,Clear,E,7/22/2017,7,Amit,0722,NJ,NJ-E-0722-1600-1
34,N,0,1,0,0,1600,Clear,E,7/22/2017,7,Amit,0722,NJ,NJ-E-0722-1600-0
25,S,0,0,0,1,1600,Clear,E,7/22/2017,7,Amit,0722,NJ,NJ-E-0722-1600-0
24,N,0,1,0,0,1600,Clear,E,7/22/2017,7,Amit,0722,NJ,NJ-E-0722-1600-0
23,S,0,0,0,0,1600,Clear,E,7/22/2017,7,Amit,0722,NJ,NJ-E-0722-1600-0
26,S,0,0,0,0,1600,Clear,E,7/22/2017,7,Amit,0722,NJ,NJ-E-0722-1600-0
28,S,0,0,0,1,1600,Clear,E,7/22/2017,7,Amit,0722,NJ,NJ-E-0722-1600-0
26,N,0,1,0,1,1600,Clear,E,7/22/2017,7,Amit,0722,NJ,NJ-E-0722-1600-0
26,N,0,1,0,1,1600,Clear,E,7/22/2017,7,Amit,0722,NJ,NJ-E-0722-1600-0
22,N,0,1,0,1,1600,Clear,E,7/22/2017,7,Amit,0722,NJ,NJ-E-0722-1600-0
20,S,0,0,0,1,1600,Clear,E,7/22/2017,7,Amit,0722,NJ,NJ-E-0722-1600-0
32,S,0,0,0,0,1600,Clear,E,7/22/2017,7,Amit,0722,NJ,NJ-E-0722-1600-0
30,N,0,1,0,0,1600,Clear,E,7/22/2017,7,Amit,0722,NJ,NJ-E-0722-1600-0
28,N,0,1,0,0,1600,Clear,E,7/22/2017,7,Amit,0722,NJ,NJ-E-0722-1600-0
27,N,0,1,0,0,1600,Clear,E,7/22/2017,7,Amit,0722,NJ,NJ-E-0722-1600-0
32,S,0,0,0,0,1600,Clear,E,7/22/2017,7,Amit,0722,NJ,NJ-E-0722-1600-0
33,S,0,0,0,0,1600,Clear,E,7/22/2017,7,Amit,0722,NJ,NJ-E-0722-1600-0
30,S,0,0,0,0,1600,Clear,E,7/22/2017,7,Amit,0722,NJ,NJ-E-0722-1600-0
27,S,0,0,0,0,1600,Clear,E,7/22/2017,7,Amit,0722,NJ,NJ-E-0722-1600-0
27,S,0,0,0,0,1600,Clear,E,7/22/2017,7,Amit,0722,NJ,NJ-E-0722-1600-0
34,N,0,1,0,0,1600,Clear,E,7/22/2017,7,Amit,0722,NJ,NJ-E-0722-1600-0
25,S,0,0,0,1,1600,Clear,E,7/22/2017,7,Amit,0722,NJ,NJ-E-0722-1600-0
24,N,0,1,0,0,1600,Clear,E,7/22/2017,7,Amit,0722,NJ,NJ-E-0722-1600-0
23,S,0,0,0,0,1600,Clear,E,7/22/2017,7,Amit,0722,NJ,NJ-E-0722-1600-0
25,S,0,0,0,0,1600,Clear,E,7/22/2017,7,Amit,0722,NJ,NJ-E-0722-1600-0
33,S,0,0,0,0,1600,Clear,E,7/22/2017,7,Amit,0722,NJ,NJ-E-0722-1600-0
29,S,0,0,0,0,1600,Clear,E,7/22/2017,7,Amit,0722,NJ,NJ-E-0722-1600-0
31,S,0,0,0,1,1600,Clear,E,7/22/2017,7,Amit,0722,NJ,NJ-E-0722-1600-0
29,N,0,1,0,1,1600,Clear,E,7/22/2017,7,Amit,0722,NJ,NJ-E-0722-1600-0
33,S,0,0,0,0,1600,Clear,E,7/22/2017,7,Amit,0722,NJ,NJ-E-0722-1600-0
28,N,0,1,0,0,1600,Clear,E,7/22/2017,7,Amit,0722,NJ,NJ-E-0722-1600-0
31,S,0,0,0,1,1600,Clear,E,7/22/2017,7,Amit,0722,NJ,NJ-E-0722-1600-0
29,N,0,1,0,0,1600,Clear,E,7/22/2017,7,Amit,0722,NJ,NJ-E-0722-1600-0
36,E,0,0,0,0,1620,Clear,F,7/22/2017,7,Amit,0722,NJ,NJ-F-0722-1620-0
28,E,0,1,0,0,1620,Clear,F,7/22/2017,7,Amit,0722,NJ,NJ-F-0722-1620-0
29,W,0,1,0,0,1620,Clear,F,7/22/2017,7,Amit,0722,NJ,NJ-F-0722-1620-0
28,E,0,0,0,0,1620,Clear,F,7/22/2017,7,Amit,0722,NJ,NJ-F-0722-1620-0
31,E,0,1,0,0,1620,Clear,F,7/22/2017,7,Amit,0722,NJ,NJ-F-0722-1620-0
38,W,1,1,0,0,1620,Clear,F,7/22/2017,7,Amit,0722,NJ,NJ-F-0722-1620-1
24,W,1,0,0,0,1620,Clear,F,7/22/2017,7,Amit,0722,NJ,NJ-F-0722-1620-1
32,W,1,0,0,1,1620,Clear,F,7/22/2017,7,Amit,0722,NJ,NJ-F-0722-1620-1
27,W,1,0,0,0,1620,Clear,F,7/22/2017,7,Amit,0722,NJ,NJ-F-0722-1620-1
27,E,1,0,0,0,1620,Clear,F,7/22/2017,7,Amit,0722,NJ,NJ-F-0722-1620-1
24,E,1,1,0,0,1620,Clear,F,7/22/2017,7,Amit,0722,NJ,NJ-F-0722-1620-1
23,E,1,1,0,0,1620,Clear,F,7/22/2017,7,Amit,0722,NJ,NJ-F-0722-1620-1
26,E,1,1,0,0,1620,Clear,F,7/22/2017,7,Amit,0722,NJ,NJ-F-0722-1620-1
36,W,1,1,0,0,1620,Clear,F,7/22/2017,7,Amit,0722,NJ,NJ-F-0722-1620-1
28,E,1,0,0,0,1620,Clear,F,7/22/2017,7,Amit,0722,NJ,NJ-F-0722-1620-1
29,W,1,1,0,0,1620,Clear,F,7/22/2017,7,Amit,0722,NJ,NJ-F-0722-1620-1
28,W,1,0,0,0,1620,Clear,F,7/22/2017,7,Amit,0722,NJ,NJ-F-0722-1620-1
31,E,1,0,0,0,1620,Clear,F,7/22/2017,7,Amit,0722,NJ,NJ-F-0722-1620-1
38,W,1,1,0,0,1620,Clear,F,7/22/2017,7,Amit,0722,NJ,NJ-F-0722-1620-1
24,E,1,0,0,0,1620,Clear,F,7/22/2017,7,Amit,0722,NJ,NJ-F-0722-1620-1
32,E,1,1,0,1,1620,Clear,F,7/22/2017,7,Amit,0722,NJ,NJ-F-0722-1620-1
27,W,1,1,0,0,1620,Clear,F,7/22/2017,7,Amit,0722,NJ,NJ-F-0722-1620-1
27,W,1,0,0,0,1620,Clear,F,7/22/2017,7,Amit,0722,NJ,NJ-F-0722-1620-1
24,E,1,0,0,0,1620,Clear,F,7/22/2017,7,Amit,0722,NJ,NJ-F-0722-1620-1
23,E,1,1,0,0,1620,Clear,F,7/22/2017,7,Amit,0722,NJ,NJ-F-0722-1620-1
26,E,1,1,0,0,1620,Clear,F,7/22/2017,7,Amit,0722,NJ,NJ-F-0722-1620-1
26,W,1,1,0,0,1620,Clear,F,7/22/2017,7,Amit,0722,NJ,NJ-F-0722-1620-1
26,W,1,0,0,1,1640,Clear,F,7/22/2017,7,Amit,0722,NJ,NJ-F-0722-1640-1
35,E,1,0,0,0,1640,Clear,F,7/22/2017,7,Amit,0722,NJ,NJ-F-0722-1640-1
27,E,1,1,0,0,1640,Clear,F,7/22/2017,7,Amit,0722,NJ,NJ-F-0722-1640-1
29,E,1,1,0,1,1640,Clear,F,7/22/2017,7,Amit,0722,NJ,NJ-F-0722-1640-1
22,W,1,1,0,0,1640,Clear,F,7/22/2017,7,Amit,0722,NJ,NJ-F-0722-1640-1
24,W,1,0,0,0,1640,Clear,F,7/22/2017,7,Amit,0722,NJ,NJ-F-0722-1640-1
18,W,1,0,0,0,1640,Clear,F,7/22/2017,7,Amit,0722,NJ,NJ-F-0722-1640-1
31,W,1,0,0,0,1640,Clear,F,7/22/2017,7,Amit,0722,NJ,NJ-F-0722-1640-1
32,W,1,0,0,0,1640,Clear,F,7/22/2017,7,Amit,0722,NJ,NJ-F-0722-1640-1
23,W,1,0,0,0,1640,Clear,F,7/22/2017,7,Amit,0722,NJ,NJ-F-0722-1640-1
21,E,1,0,0,0,1640,Clear,F,7/22/2017,7,Amit,0722,NJ,NJ-F-0722-1640-1
21,E,1,1,0,0,1640,Clear,F,7/22/2017,7,Amit,0722,NJ,NJ-F-0722-1640-1
23,E,1,1,0,0,1640,Clear,F,7/22/2017,7,Amit,0722,NJ,NJ-F-0722-1640-1
30,W,1,1,0,0,1640,Clear,F,7/22/2017,7,Amit,0722,NJ,NJ-F-0722-1640-1
22,W,1,0,0,0,1640,Clear,F,7/22/2017,7,Amit,0722,NJ,NJ-F-0722-1640-1
24,E,1,0,0,0,1640,Clear,F,7/22/2017,7,Amit,0722,NJ,NJ-F-0722-1640-1
18,W,1,1,0,0,1640,Clear,F,7/22/2017,7,Amit,0722,NJ,NJ-F-0722-1640-1
31,W,1,0,0,0,1640,Clear,F,7/22/2017,7,Amit,0722,NJ,NJ-F-0722-1640-1
32,E,1,0,0,0,1640,Clear,F,7/22/2017,7,Amit,0722,NJ,NJ-F-0722-1640-1
23,W,1,1,0,0,1640,Clear,F,7/22/2017,7,Amit,0722,NJ,NJ-F-0722-1640-1
21,W,1,0,0,0,1640,Clear,F,7/22/2017,7,Amit,0722,NJ,NJ-F-0722-1640-1
21,E,1,0,0,0,1640,Clear,F,7/22/2017,7,Amit,0722,NJ,NJ-F-0722-1640-1
23,E,1,1,0,0,1640,Clear,F,7/22/2017,7,Amit,0722,NJ,NJ-F-0722-1640-1
30,E,1,1,0,0,1640,Clear,F,7/22/2017,7,Amit,0722,NJ,NJ-F-0722-1640-1
27,E,1,1,0,0,1640,Clear,F,7/22/2017,7,Amit,0722,NJ,NJ-F-0722-1640-1
27,W,1,1,0,0,1640,Clear,F,7/22/2017,7,Amit,0722,NJ,NJ-F-0722-1640-1
34,W,0,0,0,0,1640,Clear,F,7/22/2017,7,Amit,0722,NJ,NJ-F-0722-1640-0
27,W,0,0,0,1,1640,Clear,F,7/22/2017,7,Amit,0722,NJ,NJ-F-0722-1640-0
23,E,0,0,0,1,1640,Clear,F,7/22/2017,7,Amit,0722,NJ,NJ-F-0722-1640-0
32,E,0,1,0,1,1640,Clear,F,7/22/2017,7,Amit,0722,NJ,NJ-F-0722-1640-0
27,E,0,1,0,1,1640,Clear,F,7/22/2017,7,Amit,0722,NJ,NJ-F-0722-1640-0
32,E,0,1,0,1,1640,Clear,F,7/22/2017,7,Amit,0722,NJ,NJ-F-0722-1640-0
27,E,0,1,0,1,1640,Clear,F,7/22/2017,7,Amit,0722,NJ,NJ-F-0722-1640-0
28,W,0,1,0,1,1640,Clear,F,7/22/2017,7,Amit,0722,NJ,NJ-F-0722-1640-0
30,W,0,0,0,0,1700,Clear,F,7/22/2017,7,Amit,0722,NJ,NJ-F-0722-1700-0
25,E,0,0,0,0,1700,Clear,F,7/22/2017,7,Amit,0722,NJ,NJ-F-0722-1700-0
29,E,0,1,0,0,1700,Clear,F,7/22/2017,7,Amit,0722,NJ,NJ-F-0722-1700-0
29,W,0,1,0,0,1700,Clear,F,7/22/2017,7,Amit,0722,NJ,NJ-F-0722-1700-0
24,W,0,0,0,1,1700,Clear,F,7/22/2017,7,Amit,0722,NJ,NJ-F-0722-1700-0
28,E,0,0,0,1,1700,Clear,F,7/22/2017,7,Amit,0722,NJ,NJ-F-0722-1700-0
26,W,0,1,0,0,1700,Clear,F,7/22/2017,7,Amit,0722,NJ,NJ-F-0722-1700-0
22,E,0,0,0,0,1700,Clear,F,7/22/2017,7,Amit,0722,NJ,NJ-F-0722-1700-0
27,W,0,1,0,0,1700,Clear,F,7/22/2017,7,Amit,0722,NJ,NJ-F-0722-1700-0
24,E,0,0,0,1,1700,Clear,F,7/22/2017,7,Amit,0722,NJ,NJ-F-0722-1700-0
28,W,0,1,0,1,1700,Clear,F,7/22/2017,7,Amit,0722,NJ,NJ-F-0722-1700-0
26,W,0,0,0,0,1700,Clear,F,7/22/2017,7,Amit,0722,NJ,NJ-F-0722-1700-0
22,E,0,0,0,0,1700,Clear,F,7/22/2017,7,Amit,0722,NJ,NJ-F-0722-1700-0
27,E,0,1,0,0,1700,Clear,F,7/22/2017,7,Amit,0722,NJ,NJ-F-0722-1700-0
26,E,0,1,0,0,1700,Clear,F,7/22/2017,7,Amit,0722,NJ,NJ-F-0722-1700-0
27,W,0,1,0,0,1700,Clear,F,7/22/2017,7,Amit,0722,NJ,NJ-F-0722-1700-0
28,W,0,0,0,0,1700,Clear,F,7/22/2017,7,Amit,0722,NJ,NJ-F-0722-1700-0
28,E,0,0,0,0,1700,Clear,F,7/22/2017,7,Amit,0722,NJ,NJ-F-0722-1700-0
21,W,1,1,0,1,1700,Clear,F,7/22/2017,7,Amit,0722,NJ,NJ-F-0722-1700-1
22,E,1,0,0,1,1700,Clear,F,7/22/2017,7,Amit,0722,NJ,NJ-F-0722-1700-1
30,W,1,1,0,0,1700,Clear,F,7/22/2017,7,Amit,0722,NJ,NJ-F-0722-1700-1
34,E,1,0,0,0,1700,Clear,F,7/22/2017,7,Amit,0722,NJ,NJ-F-0722-1700-1
24,W,1,1,0,0,1700,Clear,F,7/22/2017,7,Amit,0722,NJ,NJ-F-0722-1700-1
30,E,1,0,0,0,1700,Clear,F,7/22/2017,7,Amit,0722,NJ,NJ-F-0722-1700-1
31,W,1,1,0,0,1700,Clear,F,7/22/2017,7,Amit,0722,NJ,NJ-F-0722-1700-1
